type,size,risk,r,angle,z
Satellite,Small,Moderate,26.5823786415406,240.246418698142,42.927130619686
Rocket_Body,Small,Moderate,15.130214879674,15.7848668987867,29.8375220605837
Satellite,Medium,Low,62.9018604434516,117.583886069283,140.452883673747
Fragment,Large,High,85.6313359829657,224.39319615326,2.77868651189338
Fragment,Small,Low,11.5748392588649,20.2799800077263,65.6665907834353
Satellite,Large,Moderate,14.4104180474146,8.59830887489139,3.24404886926906
Rocket_Body,Large,Low,61.5493249018251,162.008726230008,72.5389572156493
Rocket_Body,Medium,Critical,83.7546116847447,119.768464689361,75.1571066691627
Rocket_Body,Medium,High,39.406500151177,157.787498891939,48.249370709212
Rocket_Body,Large,Low,41.4652958926949,94.5695915568018,19.8242666287535
Fragment,Small,Critical,63.6711847747098,59.2983888994731,56.4581306601713
Fragment,Large,High,34.6791600211732,248.091608512921,100.839440989884
Fragment,Small,Critical,12.3947529469915,185.245601856408,117.359371296668
Fragment,Small,High,76.1705666291436,72.055516049772,79.6125903582213
Fragment,Medium,Low,66.3084921647307,115.052193453599,88.4751591659633
Rocket_Body,Small,Critical,62.2680399150093,213.050846758797,30.0924556686979
Rocket_Body,Small,Moderate,76.751571609264,26.002565378092,43.0995499841474
Rocket_Body,Large,Critical,70.7707753805833,53.0830833358246,24.2843415078537
Rocket_Body,Medium,High,28.5293789360489,26.3684174786604,37.3943025006917
Fragment,Small,Low,41.7232942249016,292.434239777082,33.7330170338297
Fragment,Small,High,21.3499127510762,270.867323956323,77.9173179586856
Fragment,Medium,Critical,21.6871312076092,271.192655476532,84.4033133686094
Satellite,Large,Critical,70.8576171720885,257.87712365137,141.742113123225
Rocket_Body,Medium,Moderate,87.2740096284248,240.978752521152,29.3355970652284
Rocket_Body,Medium,Low,96.6459325475025,171.717089536143,96.2513565242243
Fragment,Small,Low,66.55124057945,231.220138862561,122.588890348128
Rocket_Body,Small,Critical,26.5691191024861,13.8101597236708,84.0362195674578
Rocket_Body,Large,Low,19.5085310904037,223.727192156442,38.2505478751613
Fragment,Small,Moderate,83.1565874383082,280.035973993275,39.382534503
Satellite,Small,High,62.0880828723999,180.12900973838,5.88795796064998
Satellite,Medium,Low,65.6456518912347,128.704798233805,45.8166339822722
Satellite,Small,Critical,80.3315879879238,99.8736245283524,111.690551850507
Fragment,Large,High,73.2949504959206,231.408738058349,7.12766358106655
Rocket_Body,Medium,High,85.1012427570487,249.408431506767,32.8942923757245
Fragment,Large,Moderate,15.059251491389,313.548335950515,105.934874779767
Fragment,Medium,Critical,77.2768573071854,123.240269685956,117.397734423431
